week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Date,Temp_C
31st week,Madhya Pradesh,Jabalpur,Acute Diarrhoeal Disease,29.0,0.8,27,6,2019,23.1608938,79.9497702,0.1563273325,7.0,314.08,2019-06-27,40.93000000000001
31st week,Madhya Pradesh,Jabalpur,Acute Diarrhoeal Disease,8.0,0.6,14,7,2019,23.1608938,79.9497702,0.5221604592,12.0,303.72,2019-07-14,30.57000000000005
31st week,Puducherry,Mahe,Dengue,4.0,1.2,29,6,2019,11.7021978,75.5364701,0.8563175475,19.0,300.71,2019-06-29,27.560000000000002
31st week,Rajasthan,Baran,Acute Diarrhoeal Disease,61.0,1.0,25,7,2019,24.91765715,76.69627663,0.1892438961,9.0,313.0666666,2019-07-25,39.91666660000004
31st week,Uttar Pradesh,Gonda,Acute Diarrhoeal Disease,19.0,2.0,20,7,2019,27.1096669,81.91832912,0.5614854338,3.2,303.47,2019-07-20,30.32000000000005
31st week,Arunachal Pradesh,East Siang,Chikungunya,77.0,0.6,7,7,2019,28.3,95.15,1.589279616,5.0,294.02,2019-07-07,20.870000000000005
31st week,Arunachal Pradesh,East Siang,Dengue,158.0,0.6,22,6,2019,28.3,95.15,1.698544596,13.0,287.64,2019-06-22,14.490000000000009
31st week,Karnataka,Uttara Kannada,Acute Diarrhoeal Disease,43.0,0.8,2,8,2019,14.72447415,74.64223734,1.296575106,3.0,300.64,2019-08-02,27.49000000000001
32nd week,Bihar,West Champaran,Acute Diarrhoeal Disease,15.0,3.0,1,8,2019,26.6919717,84.5796928,0.5705352334,6.0,307.87,2019-08-01,34.72000000000003
32nd week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,71.0,0.8,6,8,2019,13.6102243,77.5127721,0.1636546059,4.0,305.54,2019-08-06,32.39000000000004
32nd week,Karnataka,Tumkur,Dengue,14.0,3.0,6,8,2019,13.3400771,77.1006208,0.2077299896,3.0,306.34000000000003,2019-08-06,33.190000000000055
32nd week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,12.0,1.2,5,8,2019,21.1498134,79.0820556,1.345001103,9.8,293.302,2019-08-05,20.152000000000044
32nd week,Madhya Pradesh,Datia,Acute Diarrhoeal Disease,7.0,1.0,7,8,2019,25.75,78.5,0.6882950262,10.0,305.48,2019-08-07,32.33000000000004
32nd week,Madhya Pradesh,Datia,Acute Diarrhoeal Disease,20.0,2.2,6,8,2019,25.75,78.5,0.624503848,10.0,305.48,2019-08-06,32.33000000000004
32nd week,Odisha,Rayagada,Acute Diarrhoeal Disease,13.0,0.4,11,8,2019,19.17209585,83.33503085,1.409028237,13.0,300.76,2019-08-11,27.610000000000014
32nd week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,10.0,0.8,3,8,2019,30.7041168,76.7176885,0.7007146467,14.0,303.85,2019-08-03,30.700000000000045
32nd week,Tamil Nadu,Theni,Chikungunya,34.0,0.4,9,8,2019,9.9696643,77.47420049,0.2719435978,3.0,303.404,2019-08-09,30.25400000000002
32nd week,Uttar Pradesh,Bareilly,Dengue,16.0,0.8,2,8,2019,28.416667,79.383333,0.4327190655,9.0,304.08,2019-08-02,30.930000000000007
32nd week,Uttar Pradesh,Gonda,Acute Diarrhoeal Disease,12.0,2.2,1,8,2019,27.1096669,81.91832912,0.629128705,10.0,303.84000000000003,2019-08-01,30.690000000000055
32nd week,West Bengal,Nadia,Dengue,27.0,1.2,9,8,2019,23.48454125,88.55676307,0.6856440832,9.0,301.33,2019-08-09,28.180000000000007
32nd week,Assam,Marigaon,Acute Diarrhoeal Disease,31.0,1.6,25,7,2019,26.290712,92.29221257,1.01198966,10.0,300.43,2019-07-25,27.28000000000003
32nd week,Manipur,Imphal East,Dengue,29.0,1.2,29,7,2019,24.85154025,94.00947958,0.7593519637,18.0,299.1,2019-07-29,25.950000000000045
32nd week,Arunachal Pradesh,East Siang,Chikungunya,83.0,0.6,7,7,2019,28.3,95.15,1.589279616,5.0,294.02,2019-07-07,20.870000000000005
32nd week,Arunachal Pradesh,East Siang,Dengue,168.0,1.0,3,6,2019,28.3,95.15,0.7817187043,44.0,297.2733334,2019-06-03,24.123333400000035
33rd week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,39.0,0.6,11,8,2019,21.6542,82.1739,1.576523139,7.0,299.78000000000003,2019-08-11,26.630000000000052
33rd week,Gujarat,Vadodara,Cholera,11.0,0.6,13,8,2019,22.2973142,73.1942567,2.551227918,6.0,301.16,2019-08-13,28.010000000000048
33rd week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,59.0,0.6,12,8,2019,31.6723392,76.95331691,1.048003082,4.2,297.624,2019-08-12,24.474000000000046
33rd week,Maharashtra,Nagpur,Acute Encephalitis Syndrome,1.0,1.0,13,8,2019,21.1498134,79.0820556,1.685334714,9.0,297.32,2019-08-13,24.170000000000016
33rd week,Odisha,Balasore,Acute Diarrhoeal Disease,18.0,1.4,14,8,2019,21.5002888,86.9202627,0.6623736634,7.0,304.2066666,2019-08-14,31.056666600000028
33rd week,Odisha,Balasore,Acute Diarrhoeal Disease,17.0,1.4,16,8,2019,21.5002888,86.9202627,0.6755934214,7.0,304.1,2019-08-16,30.950000000000045
33rd week,Uttar Pradesh,Siddharth Nagar,Acute Diarrhoeal Disease,9.0,1.0,12,8,2019,27.25264095,82.86964796,0.7824356537,4.4,300.79,2019-08-12,27.640000000000043
33rd week,Uttarakhand,Tehri Garhwal,Acute Diarrhoeal Disease,5.0,1.0,14,8,2019,30.5,78.666667,1.486027581,23.0,286.252,2019-08-14,13.102000000000032
33rd week,West Bengal,Murshidabad,Dengue,17.0,2.6,16,8,2019,24.1745993,88.2721335,0.7416281037,8.0,304.38,2019-08-16,31.230000000000018
33rd week,West Bengal,Purulia,Acute Diarrhoeal Disease,35.0,1.8,15,8,2019,23.3291882,86.3672378,0.5817800031,7.0,302.21,2019-08-15,29.060000000000002
33rd week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,61.0,1.0,5,8,2019,20.9727404,80.69155548,1.108574475,9.8,301.53333332,2019-08-05,28.38333332000002
33rd week,Tamil Nadu,Madurai,Chikungunya,32.0,0.8,7,8,2019,9.9261153,78.1140983,0.004243494,4.0,316.54,2019-08-07,43.39000000000004
33rd week,Arunachal Pradesh,East Siang,Dengue,158.0,0.6,22,6,2019,28.3,95.15,1.698544596,13.0,287.64,2019-06-22,14.490000000000009
33rd week,Arunachal Pradesh,East Siang,Chikungunya,77.0,0.6,7,7,2019,28.3,95.15,1.589279616,5.0,294.02,2019-07-07,20.870000000000005
34th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,24.0,1.2,25,8,2019,27.3,93.05,1.301433854,49.0,291.0933334,2019-08-25,17.94333340000003
34th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,21.0,1.0,25,8,2019,27.3,93.05,1.301433854,49.0,291.0933334,2019-08-25,17.94333340000003
34th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,17.0,2.6,21,8,2019,22.0090841,82.578896,0.7664546698,11.2,300.88,2019-08-21,27.730000000000018
34th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,11.0,1.0,16,8,2019,22.0059254,81.2332055,1.24555065,11.0,301.22,2019-08-16,28.07000000000005
34th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,9.0,1.0,21,8,2019,22.0059254,81.2332055,0.5172566964,6.4,299.6333334,2019-08-21,26.48333340000005
34th week,Gujarat,Anand,Acute Diarrhoeal Disease,40.0,0.4,19,8,2019,22.5584995,72.9625629,0.8088184757,5.0,301.3,2019-08-19,28.150000000000034
34th week,Gujarat,Surat,Acute Diarrhoeal Disease,43.0,1.0,19,8,2019,21.19177615,72.95441578,0.3714204194,7.0,298.34000000000003,2019-08-19,25.190000000000055
34th week,Karnataka,Chikkaballapur,Dengue,40.0,1.0,16,8,2019,13.6102243,77.5127721,0.3247203936,7.0,302.56,2019-08-16,29.410000000000025
34th week,Kerala,Ernakulam,Dengue,15.0,1.0,19,8,2019,9.98408,76.2741457,1.541419047,6.0,298.74,2019-08-19,25.590000000000032
34th week,Maharashtra,Chandrapur,Acute Diarrhoeal Disease,84.0,1.0,18,8,2019,20.0967555,79.50454752,0.5462209569,11.0,300.59000000000003,2019-08-18,27.440000000000055
34th week,Maharashtra,Kolhapur,Dengue,2.0,1.0,18,8,2019,16.7028412,74.2405329,0.1677742586,6.0,296.84000000000003,2019-08-18,23.690000000000055
34th week,Madhya Pradesh,Agar Malwa,Acute Diarrhoeal Disease,221.0,0.8,21,8,2019,23.9342963,76.14523314,3.024033542,8.4,300.07,2019-08-21,26.920000000000016
34th week,Madhya Pradesh,Morena,Malaria,15.0,1.6,22,8,2019,26.166667,77.5,0.8378399969,14.0,301.11333340000004,2019-08-22,27.963333400000067
34th week,Odisha,Dhenkanal,Cholera,15.0,0.8,18,8,2019,20.75,85.5,1.545526329,15.0,300.48,2019-08-18,27.33000000000004
34th week,Odisha,Balasore,Acute Diarrhoeal Disease,8.0,0.6,18,8,2019,21.5002888,86.9202627,1.528313406,7.0,302.86,2019-08-18,29.710000000000036
34th week,Odisha,Balasore,Acute Diarrhoeal Disease,10.0,1.8,20,8,2019,21.5002888,86.9202627,5.204331522,11.0,300.71,2019-08-20,27.560000000000002
34th week,Punjab,Fatehgarh Sahib,Acute Diarrhoeal Disease,43.0,0.6,22,8,2019,30.6466737,76.3887563,1.993092932,29.0,299.955,2019-08-22,26.805000000000007
34th week,Telangana,Mahabubnagar,Dengue And Chikungunya,32.0,0.2,21,8,2019,16.69656855,77.95911462,0.1482366824,6.2,304.16,2019-08-21,31.010000000000048
34th week,Uttarakhand,Rudraprayag,Dengue,20.0,0.6,20,8,2019,30.3009965,79.06287965,2.366893812,5.4,280.18,2019-08-20,7.03000000000003
34th week,Bihar,Nalanda,Acute Diarrhoeal Disease,33.0,0.2,13,7,2019,25.1364914,85.44365465,1.644256935,9.0,301.916,2019-07-13,28.76600000000002
34th week,Bihar,Sheikhpura,Acute Diarrhoeal Disease,18.0,0.8,13,8,2019,25.12635425,85.81510621,0.6478096888,4.8,300.436,2019-08-13,27.286
34th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,39.0,0.8,13,8,2019,22.0090841,82.578896,1.433943517,3.4,297.75,2019-08-13,24.600000000000023
34th week,Maharashtra,Chandrapur,Malaria,83.0,2.6,12,8,2019,20.0967555,79.50454752,0.7642166746,10.6,300.04,2019-08-12,26.890000000000043
34th week,Maharashtra,Satara,Dengue,15.0,0.4,10,8,2019,17.63612885,74.29827808,2.153167766,3.0,296.464,2019-08-10,23.31400000000002
34th week,West Bengal,Purba Medinipur,Dengue,428.0,1.8,12,8,2019,22.06217445,87.83672383,0.6876565804,6.0,304.09000000000003,2019-08-12,30.940000000000055
34th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,87.0,0.6,12,8,2019,31.6723392,76.95331691,1.048003082,4.2,297.624,2019-08-12,24.474000000000046
34th week,West Bengal,Murshidabad,Dengue,480.0,2.6,16,8,2019,24.1745993,88.2721335,0.7416281037,8.0,304.38,2019-08-16,31.230000000000018
35th week,Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,7.0,1.2,28,8,2019,26.4365974,92.0342718,0.6794404621,3.2,300.4466666,2019-08-28,27.296666600000037
35th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,42.0,1.8,27,8,2019,31.6723392,76.95331691,0.9565781306,38.0,297.88,2019-08-27,24.730000000000018
35th week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,8.0,0.4,26,8,2019,13.6102243,77.5127721,0.2555509731,7.0,306.60386667999995,2019-08-26,33.453866679999976
35th week,Karnataka,Kalaburagi,Chikungunya,28.0,2.2,26,9,2018,17.166667,77.083333,0.1273356553,16.0,306.0466666,2018-09-26,32.8966666
35th week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,87.0,0.8,26,8,2019,12.7252766,77.2804797,0.2647096714,8.0,305.01873336000006,2019-08-26,31.86873336000008
35th week,Maharashtra,Ahmednagar,Dengue,40.0,0.6,26,8,2019,19.1627725,74.8580243,0.1011150584,8.0,309.1333334,2019-08-26,35.98333340000005
35th week,Maharashtra,Kolhapur,Dengue,5.0,1.0,25,8,2019,16.7028412,74.2405329,0.2611705563,11.0,304.0933334,2019-08-25,30.94333340000003
35th week,Maharashtra,Kolhapur,Malaria,3.0,1.2,29,8,2019,16.7028412,74.2405329,0.2183346464,4.4,304.21,2019-08-29,31.060000000000002
35th week,Maharashtra,Nagpur,Dengue,23.0,1.0,28,8,2019,21.1498134,79.0820556,1.381845331,12.4,302.66826668,2019-08-28,29.51826668000001
35th week,Odisha,Mayurbhanj,Cholera,13.0,0.4,24,8,2019,21.75,86.5,3.454880071,7.0,300.6866666,2019-08-24,27.536666600000046
35th week,Odisha,Mayurbhanj,Cholera,16.0,1.0,25,8,2019,21.75,86.5,0.789748188,7.0,300.6866666,2019-08-25,27.536666600000046
35th week,Punjab,Hoshiarpur,Cholera,72.0,0.2,28,8,2019,31.60857425,75.84644247,0.1590550786,9.2,303.22,2019-08-28,30.07000000000005
35th week,Tamil Nadu,Virudhunagar- Sivakasi,Dengue,14.0,1.0,30,8,2019,9.4477045,77.8000434,0.2505011478,4.0,317.42,2019-08-30,44.27000000000004
35th week,Telangana,Adilabad,Acute Diarrhoeal Disease,51.0,0.8,29,8,2019,19.5,78.5,1.224324813,5.4,304.52,2019-08-29,31.370000000000005
35th week,Tripura,Gomati,Acute Diarrhoeal Disease,22.0,0.8,25,8,2019,23.4613369,91.60718004,0.4134095106,28.0,302.20493331999995,2019-08-25,29.054933319999975
35th week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,47.0,1.0,1,9,2019,22.2788943,87.92227864,0.4316577618,5.0,302.62,2019-09-01,29.470000000000027
35th week,Assam,Sonitpur (Tezpur),Dengue,8.0,1.6,12,7,2019,26.6265106,92.8002917,4.013340576,7.6,294.881,2019-07-12,21.730999999999995
35th week,Bihar,Muzaffarpur,Dengue,10.0,1.0,22,7,2019,26.1486581,85.34001282,0.4255024977,4.0,305.92,2019-07-22,32.77000000000004
35th week,Bihar,Siwan,Acute Diarrhoeal Disease,9.0,3.0,23,8,2019,26.1310043,84.39125661,1.024802009,15.0,301.96500000000003,2019-08-23,28.815000000000055
35th week,Karnataka,Belagavi,Dengue,14.0,1.8,12,8,2019,15.8572666,74.5069343,2.487819,4.2,294.96,2019-08-12,21.810000000000002
35th week,Karnataka,Haveri,Dengue,63.0,2.8,8,7,2019,14.7874825,75.3996731,0.9761882572,4.0,299.41,2019-07-08,26.260000000000048
35th week,Karnataka,Haveri,Acute Diarrhoeal Disease,54.0,1.2,15,7,2019,14.7874825,75.3996731,1.070520527,8.0,303.1404,2019-07-15,29.990400000000022
35th week,Karnataka,Tumkur,Suspected Dengue,21.0,1.0,17,8,2019,13.3400771,77.1006208,0.4290358555,8.0,305.13633336000004,2019-08-17,31.98633336000006
35th week,Maharashtra,Ahmednagar,Dengue,32.0,0.8,20,8,2019,19.1627725,74.8580243,0.1791402896,6.6,309.24,2019-08-20,36.09000000000003
35th week,Maharashtra,Palghar,Dengue,143.0,0.4,11,8,2019,19.684661,72.82491116,2.091814934,1.0,302.29066668,2019-08-11,29.140666680000038
35th week,Maharashtra,Wardha,Acute Encephalitis Syndrome,9.0,1.0,16,8,2019,20.82562315,78.6131455,1.531770939,11.0,297.32,2019-08-16,24.170000000000016
35th week,Telangana,Mahaboobnagar,Dengue,32.0,0.8,21,8,2019,17.720535,79.627202,0.4098800068,8.4,303.2133334,2019-08-21,30.063333400000033
35th week,Uttar Pradesh,Gonda,Acute Diarrhoeal Disease,17.0,2.8,20,8,2019,27.1096669,81.91832912,0.6980181961,9.0,301.2933334,2019-08-20,28.143333400000017
35th week,Uttar Pradesh,Sitapur,Malaria,344.0,0.8,29,7,2019,27.5046392,80.82946583,0.9672363146,7.0,306.60386667999995,2019-07-29,33.453866679999976
35th week,West Bengal,Purba Medinipur,Dengue,464.0,1.8,12,8,2019,22.06217445,87.83672383,0.6876565804,6.0,304.09000000000003,2019-08-12,30.940000000000055
36th week,Assam,Marigaon,Acute Diarrhoeal Disease,16.0,1.0,30,8,2019,26.290712,92.29221257,0.4183755845,24.0,302.728,2019-08-30,29.57800000000003
36th week,Assam,Tinsukia,Cholera,5.0,1.0,2,9,2019,27.52016575,95.53063473,0.3024225084,35.0,303.0666666,2019-09-02,29.916666600000042
36th week,Jammu and Kashmir,Udhampur,Acute Diarrhoeal Disease,37.0,0.6,1,9,2019,33.0,75.166667,0.2873381265,22.0,296.66,2019-09-01,23.510000000000048
36th week,Jharkhand,West Singhbhum,Malaria,74.0,0.6,3,9,2019,22.7859232,86.1716093,0.4756253691,11.0,303.77,2019-09-03,30.620000000000005
36th week,Karnataka,Kalaburagi,Malaria,25.0,0.4,6,9,2019,17.166667,77.083333,1.46062352,11.0,299.022,2019-09-06,25.872000000000014
36th week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,19.0,0.8,4,9,2019,24.6185442,77.8788306,0.6939747746,17.0,299.48,2019-09-04,26.33000000000004
36th week,Odisha,Khurda,Acute Diarrhoeal Disease,16.0,1.0,31,8,2019,20.1540594,85.7086509,1.355970819,7.0,300.8,2019-08-31,27.650000000000034
36th week,Puducherry,Puducherry,Dengue,32.0,1.2,2,9,2019,11.9340568,79.8306447,0.1442798032,13.0,309.95,2019-09-02,36.80000000000001
36th week,West Bengal,Medinipur West,Acute Diarrhoeal Disease,53.0,1.0,1,9,2019,22.4221814,87.3221281,0.5158848629,9.0,302.3,2019-09-01,29.150000000000034
36th week,Chhattisgarh,Bastar,Dengue,74.0,0.8,7,8,2019,19.11912825,81.82918649,1.938439867,6.0,306.5852000000001,2019-08-07,33.43520000000012
36th week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,15.0,0.8,6,8,2019,20.7084545,81.5481305,0.8507147588,10.0,302.6952,2019-08-06,29.545200000000023
36th week,Himachal Pradesh,Kangra,Acute Diarrhoeal Disease,122.0,1.0,27,8,2019,32.166667,76.25,0.461887375,33.0,299.204,2019-08-27,26.05400000000003
36th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,13.0,0.8,25,8,2019,23.3700501,85.3250387,1.417752193,11.0,303.84613332,2019-08-25,30.69613332
36th week,Maharashtra,Satara,Dengue,6.0,1.0,30,7,2019,17.63612885,74.29827808,0.4156390387,2.0,299.25033332000004,2019-07-30,26.10033332000006
36th week,Maharashtra,Thane,Dengue,61.0,4.0,20,7,2019,19.1943294,72.9701779,0.3855972868,7.2,300.315,2019-07-20,27.16500000000002
36th week,Maharashtra,Thane,Dengue,4.0,1.0,16,8,2019,19.1943294,72.9701779,1.141720103,9.0,304.38266668,2019-08-16,31.232666680000023
36th week,Maharashtra,Thane,Malaria,7.0,1.0,21,8,2019,19.1943294,72.9701779,0.4011060221,3.6,299.1333334,2019-08-21,25.98333340000005
36th week,Odisha,Bolangir,Acute Diarrhoeal Disease,65.0,2.0,28,8,2019,20.7502257,83.2499464,0.6819343329,3.4,300.96,2019-08-28,27.810000000000002
36th week,Odisha,Bolangir,Acute Diarrhoeal Disease,19.0,2.0,28,8,2019,20.7502257,83.2499464,0.6819343329,3.4,300.96,2019-08-28,27.810000000000002
36th week,Uttar Pradesh,Budaun,Malaria,360.0,1.2,24,8,2019,28.06831165,79.04607312,0.8708419923,15.0,301.665,2019-08-24,28.515000000000043
36th week,Uttar Pradesh,Jalaun,Dengue,5.0,0.8,23,8,2019,26.105546,79.42765265,0.7243944379,16.0,302.43,2019-08-23,29.28000000000003
36th week,Uttar Pradesh,Kannauj,Acute Diarrhoeal Disease,75.0,0.6,28,8,2019,26.9996974,79.68861213,0.8697516112,7.2,300.21,2019-08-28,27.060000000000002
37th week,Arunachal Pradesh,Papum Pare,Acute Diarrhoeal Disease,55.0,0.4,12,9,2019,27.28636665,93.6187716,1.875597442,3.0,298.246,2019-09-12,25.096000000000004
37th week,Arunachal Pradesh,Upper Subansiri,Acute Diarrhoeal Disease,27.0,1.2,10,9,2019,28.3,94.0,1.166137081,2.0,277.88,2019-09-10,4.730000000000018
37th week,Haryana,Panchkula,Cholera,108.0,1.0,10,9,2019,30.7137692,76.868276,0.4429856255,23.0,300.276,2019-09-10,27.126000000000033
37th week,Jharkhand,Deoghar,Acute Diarrhoeal Disease,19.0,1.2,10,9,2019,24.4766423,86.60673245,0.382680352,14.0,299.8,2019-09-10,26.650000000000034
37th week,Karnataka,Dharwad,Dengue,6.0,0.6,9,9,2019,15.4540505,75.0066516,0.9479681131,6.0,306.574,2019-09-09,33.424000000000035
37th week,Karnataka,Kalaburagi,Chikungunya,23.0,0.8,11,9,2019,17.166667,77.083333,0.4112960739,8.0,305.39406668000004,2019-09-11,32.24406668000006
37th week,Maharashtra,Parbhani,Dengue,32.0,1.0,7,9,2019,19.29031365,76.60290343,0.904093517,9.0,302.71666668,2019-09-07,29.566666680000026
37th week,Maharashtra,Sindhudurg,Dengue,8.0,0.6,5,9,2019,16.1357193,73.6522086,2.923395664,9.2,294.12600000000003,2019-09-05,20.976000000000056
37th week,Odisha,Balangir,Acute Diarrhoeal Disease,63.0,0.2,7,9,2019,20.74978325,83.44097217,2.948205936,9.0,303.12199999999996,2019-09-07,29.97199999999998
37th week,Punjab,Hoshiarpur,Cholera,123.0,1.0,14,9,2019,31.60857425,75.84644247,0.1801431669,5.2,301.04,2019-09-14,27.890000000000043
37th week,Uttarakhand,Haridwar,Acute Diarrhoeal Disease,80.0,0.8,14,9,2019,29.91235135,78.00871782,0.1369732541,5.0,299.875,2019-09-14,26.725000000000023
37th week,Arunachal Pradesh,Shi-Yomi,Acute Diarrhoeal Disease,95.0,2.0,23,8,2019,28.68516625,94.23678241,0.6327114122,37.0,288.03200000000004,2019-08-23,14.882000000000062
37th week,Maharashtra,Aurangabad,Dengue,53.0,1.0,3,9,2019,19.877263,75.3390241,0.3651017782,8.0,302.49,2019-09-03,29.340000000000032
37th week,Maharashtra,Thane,Dengue,6.0,1.0,30,8,2019,19.1943294,72.9701779,0.2849312583,14.0,300.9666666,2019-08-30,27.81666660000002
37th week,Odisha,Rayagada,Acute Diarrhoeal Disease,28.0,2.0,2,9,2019,19.17209585,83.33503085,1.098967228,15.0,301.10733332,2019-09-02,27.957333320000032
37th week,Sikkim,South Sikkim,Dengue,92.0,1.8,4,9,2019,27.333333,88.416667,1.009580672,24.0,286.285,2019-09-04,13.135000000000048
37th week,Uttar Pradesh,Kushinagar,Acute Diarrhoeal Disease,25.0,1.0,25,8,2019,26.7438272,83.9162322,1.473709979,19.0,300.704,2019-08-25,27.55400000000003
37th week,Uttarakhand,Nainital,Dengue,492.0,0.6,1,8,2019,29.29478295,79.41548094,0.4806696712,22.0,303.34000000000003,2019-08-01,30.190000000000055
37th week,Karnataka,Belagavi,Dengue,14.0,1.0,11,9,2019,15.8572666,74.5069343,1.391484457,8.0,299.18,2019-09-11,26.03000000000003
38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,23.0,2.0,15,9,2019,22.0090841,82.578896,0.9461408386,16.0,293.54453335999995,2019-09-15,20.39453335999997
38th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,11.0,1.4,16,9,2019,22.0090841,82.578896,0.8858427815,16.0,300.82,2019-09-16,27.670000000000016
38th week,Daman and Diu,Daman and Diu,Dengue,107.0,2.0,20,9,2019,20.42000485,72.8637629,0.90780979488,13.0,301.75,2019-09-20,28.600000000000023
38th week,Haryana,Kurukshetra,Acute Diarrhoeal Disease,28.0,1.2,15,9,2019,29.9693747,76.8482787,0.1537639687,21.0,302.1333334,2019-09-15,28.98333340000005
38th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,11.0,0.6,14,9,2019,22.7859232,86.1716093,0.8707892505,9.2,301.66,2019-09-14,28.510000000000048
38th week,Odisha,Balangir,Acute Diarrhoeal Disease,13.0,0.6,19,9,2019,20.74978325,83.44097217,0.23119644,19.0,300.585,2019-09-19,27.435000000000002
38th week,Tamil Nadu,Pudukottai,Dengue,20.0,1.0,16,9,2019,10.3826515,78.8191259,0.8883258545,9.0,311.5,2019-09-16,38.35000000000002
38th week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,32.0,4.0,2,9,2019,23.6263016,83.48245092,0.5333334325,22.0,302.4666666,2019-09-02,29.31666660000002
38th week,Jammu and Kashmir,Udhampur,Acute Diarrhoeal Disease,37.0,0.6,1,9,2019,33.0,75.166667,0.2873381265,22.0,296.66,2019-09-01,23.510000000000048
38th week,Madhya Pradesh,Satna,Acute Diarrhoeal Disease,13.0,2.0,7,9,2019,24.5,81.0,0.7762360833,15.0,302.2266666,2019-09-07,29.07666660000001
38th week,Maharashtra,Aurangabad,Dengue,67.0,3.0,12,9,2019,19.877263,75.3390241,0.5109091696,5.0,310.13973332000006,2019-09-12,36.989733320000084
38th week,Maharashtra,Jalna,Dengue,9.0,1.0,6,9,2019,19.91883295,75.87085986,0.8986838949,12.2,302.9944,2019-09-06,29.844400000000007
38th week,Maharashtra,Satara,Dengue,26.0,1.0,27,8,2019,17.63612885,74.29827808,0.1166841354,9.0,305.3333334,2019-08-27,32.18333340000004
38th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,11.0,1.4,11,9,2019,21.75,86.5,0.8635627956,10.0,300.54,2019-09-11,27.390000000000043
38th week,Tamil Nadu,Theni,Chikungunya,43.0,0.4,7,9,2019,9.9696643,77.47420049,0.04284734381,6.0,313.90000000000003,2019-09-07,40.75000000000006
38th week,Telangana,Sangareddy,Dengue,60.0,1.0,4,9,2019,17.86859205,77.82281995,0.9097002637,9.0,305.46,2019-09-04,32.31
38th week,Telangana,Sangareddy,Dengue,30.0,2.0,10,9,2019,17.86859205,77.82281995,0.7769937995,10.0,295.04,2019-09-10,21.890000000000043
38th week,Uttar Pradesh,Sant Kabir Nagar,Acute Diarrhoeal Disease,18.0,1.2,13,9,2019,26.7882737,82.9600798,0.6775651825,3.2,300.42,2019-09-13,27.27000000000004
38th week,Arunachal Pradesh,Shi-Yomi,Acute Diarrhoeal Disease,125.0,1.4,13,9,2019,28.68516625,94.23678241,1.277127467,6.0,279.26,2019-09-13,6.110000000000014
39th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,38.0,1.0,23,9,2019,16.2915189,80.4541588,1.075276598,9.0,303.1266666,2019-09-23,29.976666600000044
39th week,Assam,Karimganj,Acute Encephalitis Syndrome,1.0,1.0,23,9,2019,24.8483482,92.33221292,0.3383264513,22.0,303.7,2019-09-23,30.55000000000001
39th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,6.0,1.4,23,9,2019,22.0059254,81.2332055,0.6650936986,13.0,300.512,2019-09-23,27.362000000000023
39th week,Haryana,Ambala,Acute Diarrhoeal Disease,28.0,1.0,28,9,2019,30.3843674,76.770421,0.2011654714,22.0,300.184,2019-09-28,27.03400000000005
39th week,Jharkhand,Bokaro,Dengue,6.0,6.4,20,9,2019,23.69912795,85.99106894,0.2884275508,19.0,303.708,2019-09-20,30.55800000000005
39th week,Jharkhand,West Singhbhum,Malaria,63.0,0.6,23,9,2019,22.7859232,86.1716093,0.1235482671,12.0,302.16,2019-09-23,29.010000000000048
39th week,Karnataka,Yadgiri,Chikungunya,9.0,1.8,22,9,2019,16.7469536,77.1327594,0.4594371424,5.8,300.7733334,2019-09-22,27.623333400000035
39th week,Maharashtra,Ahmednagar,Dengue,20.0,1.6,25,9,2019,19.1627725,74.8580243,0.8857704141,15.0,302.0,2019-09-25,28.850000000000023
